geoid,name,B12002001,"B12002001, Error",B12002002,"B12002002, Error",B12002003,"B12002003, Error",B12002004,"B12002004, Error",B12002005,"B12002005, Error",B12002006,"B12002006, Error",B12002007,"B12002007, Error",B12002008,"B12002008, Error",B12002009,"B12002009, Error",B12002010,"B12002010, Error",B12002011,"B12002011, Error",B12002012,"B12002012, Error",B12002013,"B12002013, Error",B12002014,"B12002014, Error",B12002015,"B12002015, Error",B12002016,"B12002016, Error",B12002017,"B12002017, Error",B12002018,"B12002018, Error",B12002019,"B12002019, Error",B12002020,"B12002020, Error",B12002021,"B12002021, Error",B12002022,"B12002022, Error",B12002023,"B12002023, Error",B12002024,"B12002024, Error",B12002025,"B12002025, Error",B12002026,"B12002026, Error",B12002027,"B12002027, Error",B12002028,"B12002028, Error",B12002029,"B12002029, Error",B12002030,"B12002030, Error",B12002031,"B12002031, Error",B12002032,"B12002032, Error",B12002033,"B12002033, Error",B12002034,"B12002034, Error",B12002035,"B12002035, Error",B12002036,"B12002036, Error",B12002037,"B12002037, Error",B12002038,"B12002038, Error",B12002039,"B12002039, Error",B12002040,"B12002040, Error",B12002041,"B12002041, Error",B12002042,"B12002042, Error",B12002043,"B12002043, Error",B12002044,"B12002044, Error",B12002045,"B12002045, Error",B12002046,"B12002046, Error",B12002047,"B12002047, Error",B12002048,"B12002048, Error",B12002049,"B12002049, Error",B12002050,"B12002050, Error",B12002051,"B12002051, Error",B12002052,"B12002052, Error",B12002053,"B12002053, Error",B12002054,"B12002054, Error",B12002055,"B12002055, Error",B12002056,"B12002056, Error",B12002057,"B12002057, Error",B12002058,"B12002058, Error",B12002059,"B12002059, Error",B12002060,"B12002060, Error",B12002061,"B12002061, Error",B12002062,"B12002062, Error",B12002063,"B12002063, Error",B12002064,"B12002064, Error",B12002065,"B12002065, Error",B12002066,"B12002066, Error",B12002067,"B12002067, Error",B12002068,"B12002068, Error",B12002069,"B12002069, Error",B12002070,"B12002070, Error",B12002071,"B12002071, Error",B12002072,"B12002072, Error",B12002073,"B12002073, Error",B12002074,"B12002074, Error",B12002075,"B12002075, Error",B12002076,"B12002076, Error",B12002077,"B12002077, Error",B12002078,"B12002078, Error",B12002079,"B12002079, Error",B12002080,"B12002080, Error",B12002081,"B12002081, Error",B12002082,"B12002082, Error",B12002083,"B12002083, Error",B12002084,"B12002084, Error",B12002085,"B12002085, Error",B12002086,"B12002086, Error",B12002087,"B12002087, Error",B12002088,"B12002088, Error",B12002089,"B12002089, Error",B12002090,"B12002090, Error",B12002091,"B12002091, Error",B12002092,"B12002092, Error",B12002093,"B12002093, Error",B12002094,"B12002094, Error",B12002095,"B12002095, Error",B12002096,"B12002096, Error",B12002097,"B12002097, Error",B12002098,"B12002098, Error",B12002099,"B12002099, Error",B12002100,"B12002100, Error",B12002101,"B12002101, Error",B12002102,"B12002102, Error",B12002103,"B12002103, Error",B12002104,"B12002104, Error",B12002105,"B12002105, Error",B12002106,"B12002106, Error",B12002107,"B12002107, Error",B12002108,"B12002108, Error",B12002109,"B12002109, Error",B12002110,"B12002110, Error",B12002111,"B12002111, Error",B12002112,"B12002112, Error",B12002113,"B12002113, Error",B12002114,"B12002114, Error",B12002115,"B12002115, Error",B12002116,"B12002116, Error",B12002117,"B12002117, Error",B12002118,"B12002118, Error",B12002119,"B12002119, Error",B12002120,"B12002120, Error",B12002121,"B12002121, Error",B12002122,"B12002122, Error",B12002123,"B12002123, Error",B12002124,"B12002124, Error",B12002125,"B12002125, Error",B12002126,"B12002126, Error",B12002127,"B12002127, Error",B12002128,"B12002128, Error",B12002129,"B12002129, Error",B12002130,"B12002130, Error",B12002131,"B12002131, Error",B12002132,"B12002132, Error",B12002133,"B12002133, Error",B12002134,"B12002134, Error",B12002135,"B12002135, Error",B12002136,"B12002136, Error",B12002137,"B12002137, Error",B12002138,"B12002138, Error",B12002139,"B12002139, Error",B12002140,"B12002140, Error",B12002141,"B12002141, Error",B12002142,"B12002142, Error",B12002143,"B12002143, Error",B12002144,"B12002144, Error",B12002145,"B12002145, Error",B12002146,"B12002146, Error",B12002147,"B12002147, Error",B12002148,"B12002148, Error",B12002149,"B12002149, Error",B12002150,"B12002150, Error",B12002151,"B12002151, Error",B12002152,"B12002152, Error",B12002153,"B12002153, Error",B12002154,"B12002154, Error",B12002155,"B12002155, Error",B12002156,"B12002156, Error",B12002157,"B12002157, Error",B12002158,"B12002158, Error",B12002159,"B12002159, Error",B12002160,"B12002160, Error",B12002161,"B12002161, Error",B12002162,"B12002162, Error",B12002163,"B12002163, Error",B12002164,"B12002164, Error",B12002165,"B12002165, Error",B12002166,"B12002166, Error",B12002167,"B12002167, Error",B12002168,"B12002168, Error",B12002169,"B12002169, Error",B12002170,"B12002170, Error",B12002171,"B12002171, Error",B12002172,"B12002172, Error",B12002173,"B12002173, Error",B12002174,"B12002174, Error",B12002175,"B12002175, Error",B12002176,"B12002176, Error",B12002177,"B12002177, Error",B12002178,"B12002178, Error",B12002179,"B12002179, Error",B12002180,"B12002180, Error",B12002181,"B12002181, Error",B12002182,"B12002182, Error",B12002183,"B12002183, Error",B12002184,"B12002184, Error",B12002185,"B12002185, Error",B12002186,"B12002186, Error",B12002187,"B12002187, Error"
14000US32007951202,"Census Tract 9512.02, Elko, NV",3377,490,1911,351,719,260,125,99,93,101,106,98,44,59,109,123,37,61,44,69,4,8,100,125,10,17,27,42,10,16,10,16,0,13,1009,224,801,218,0,13,0,13,0,13,53,62,107,82,57,59,8,13,66,60,154,107,35,53,101,124,132,95,23,22,65,68,208,162,142,152,0,13,0,13,0,13,0,13,0,13,0,13,114,148,28,48,0,13,0,13,0,13,0,13,0,13,0,13,66,65,0,13,0,13,0,13,0,13,0,13,0,13,0,13,19,32,0,13,19,31,0,13,28,47,0,13,0,13,35,46,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,26,43,2,5,7,16,148,97,0,13,0,13,0,13,0,13,43,66,0,13,0,13,24,36,0,13,24,28,20,24,37,55,0,13,0,13,1466,234,239,126,68,73,38,47,55,52,0,13,54,85,0,13,13,19,3,5,0,13,8,14,0,13,0,13,0,13,0,13,983,239,813,219,0,13,0,13,0,13,93,75,80,70,32,35,97,78,79,60,77,66,34,33,130,155,136,83,55,60,0,13,170,92,115,65,0,13,14,23,0,13,11,19,0,13,0,13,0,13,55,46,0,13,0,13,0,13,23,27,0,13,12,18,55,64,19,29,0,13,0,13,0,13,0,13,36,57,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,100,74,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,30,40,0,13,26,43,44,45,0,13,144,85,0,13,0,13,0,13,0,13,3,5,0,13,33,53,0,13,0,13,19,26,52,57,25,28,12,18,0,13
14000US32007951300,"Census Tract 9513, Elko, NV",2221,335,1273,225,458,172,35,32,50,53,146,86,87,63,26,34,13,26,72,64,0,13,0,13,7,14,12,18,10,15,0,13,0,13,643,197,555,176,0,13,0,13,0,13,184,164,78,52,77,57,5,11,34,35,28,35,17,27,47,42,68,52,17,20,0,13,88,76,20,32,0,13,0,13,0,13,20,32,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,68,71,0,13,0,13,0,13,0,13,0,13,24,39,2,5,0,13,42,63,0,13,0,13,0,13,0,13,0,13,10,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,10,4,6,162,106,0,13,0,13,0,13,24,40,0,13,0,13,55,84,0,13,25,41,0,13,10,15,41,47,0,13,7,11,948,255,252,135,5,10,22,24,50,50,70,61,8,13,79,111,9,15,0,13,0,13,0,13,0,13,9,13,0,13,0,13,465,118,439,117,0,13,0,13,0,13,44,44,140,93,58,52,16,27,38,38,19,24,35,33,36,38,33,35,20,25,0,13,26,28,6,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,9,0,13,0,13,0,13,0,13,0,13,20,28,0,13,0,13,17,27,0,13,0,13,0,13,0,13,0,13,0,13,1,3,0,13,1,3,1,3,0,13,96,65,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,36,54,9,14,47,46,4,6,135,155,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,124,152,10,17,1,3
14000US32007951401,"Census Tract 9514.01, Elko, NV",3732,531,2097,405,724,314,148,76,0,13,161,159,109,115,22,38,23,44,31,47,29,50,0,13,159,163,0,13,0,13,42,62,0,13,1177,281,971,177,0,13,0,13,53,61,51,53,103,59,76,59,166,89,70,46,110,74,84,55,92,72,123,73,32,27,11,17,206,190,70,96,0,13,0,13,0,13,0,13,0,13,0,13,0,13,70,96,0,13,0,13,0,13,0,13,0,13,0,13,136,165,0,13,0,13,0,13,0,13,124,165,0,13,0,13,0,13,0,13,0,13,12,21,0,13,0,13,0,13,8,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,14,0,13,188,107,0,13,0,13,0,13,0,13,29,45,0,13,14,26,38,38,0,13,38,58,11,19,49,67,9,14,0,13,1635,258,412,156,202,106,28,34,158,99,0,13,23,36,0,13,0,13,0,13,1,3,0,13,0,13,0,13,0,13,0,13,965,162,912,135,0,13,0,13,56,56,35,38,111,63,78,54,129,70,186,107,151,94,22,18,23,23,80,42,41,37,0,13,53,77,51,77,0,13,0,13,0,13,45,77,0,13,0,13,0,13,6,10,0,13,0,13,0,13,0,13,0,13,0,13,2,4,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,2,4,0,13,0,13,48,42,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,22,33,11,17,14,21,1,2,210,104,0,13,0,13,0,13,0,13,9,18,0,13,6,16,15,25,71,69,68,53,12,31,29,38,0,13,0,13
14000US32007951403,"Census Tract 9514.03, Elko, NV",2471,585,1371,361,680,234,413,184,17,31,19,32,12,21,180,156,0,13,0,13,39,63,0,13,0,13,0,13,0,13,0,13,0,13,615,182,535,163,0,13,0,13,0,13,33,38,77,60,59,56,58,63,151,83,31,38,51,64,46,60,29,52,0,13,0,13,80,107,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,80,107,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,80,107,0,13,59,53,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,21,33,22,36,16,25,0,13,17,25,0,13,0,13,0,13,0,13,5,13,12,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1100,277,222,153,64,71,10,27,68,90,0,13,51,70,15,26,14,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13,664,227,553,181,0,13,0,13,0,13,69,61,97,72,34,53,51,55,172,105,45,59,53,66,0,13,0,13,32,59,0,13,111,149,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,111,149,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,111,149,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,214,128,0,13,0,13,0,13,0,13,41,50,45,67,0,13,22,37,38,57,37,60,17,30,14,25,0,13,0,13
14000US32007951404,"Census Tract 9514.04, Elko, NV",2250,368,1115,192,303,161,36,61,99,121,0,13,23,33,45,68,58,68,0,13,0,13,0,13,0,13,21,34,21,34,0,13,0,13,756,208,756,208,0,13,0,13,19,31,47,59,86,86,173,118,59,75,47,51,0,13,88,62,147,109,61,53,29,34,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,15,24,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,15,24,0,13,41,34,0,13,0,13,0,13,15,25,0,13,15,25,0,13,0,13,0,13,0,13,11,19,0,13,0,13,0,13,1135,229,215,123,140,104,0,13,24,35,40,66,11,19,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,821,179,731,177,0,13,0,13,28,36,58,65,185,116,98,89,26,31,19,30,65,62,57,54,119,98,76,59,0,13,0,13,90,102,59,90,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,59,90,0,13,0,13,0,13,0,13,0,13,31,52,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,31,52,0,13,0,13,0,13,0,13,88,105,0,13,0,13,0,13,0,13,25,40,0,13,0,13,0,13,0,13,0,13,0,13,63,96,0,13,0,13,11,19,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,19,0,13,0,13,0,13,0,13
14000US32007951500,"Census Tract 9515, Elko, NV",3428,507,1769,377,347,253,0,13,0,13,0,13,64,95,0,13,130,205,0,13,50,73,0,13,0,13,50,82,53,83,0,13,0,13,1011,293,959,287,0,13,0,13,0,13,0,13,0,13,218,218,0,13,76,101,294,240,144,118,153,155,21,36,38,60,15,25,52,88,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,52,88,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,52,88,0,13,0,13,0,13,0,13,36,59,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,36,59,0,13,375,289,0,13,0,13,0,13,0,13,0,13,272,270,0,13,103,105,0,13,0,13,0,13,0,13,0,13,0,13,1659,395,637,330,67,93,60,74,145,107,119,161,111,137,0,13,135,203,0,13,0,13,0,13,0,13,0,13,0,13,0,13,957,316,855,279,0,13,0,13,0,13,0,13,192,174,0,13,68,99,123,161,161,203,177,107,48,82,86,91,0,13,0,13,102,152,102,152,0,13,0,13,0,13,0,13,0,13,52,88,50,88,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,18,29,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,18,29,0,13,0,13,47,76,0,13,0,13,0,13,0,13,0,13,0,13,0,13,47,76,0,13,0,13,0,13,0,13,0,13,0,13
14000US32007951600,"Census Tract 9516, Elko, NV",1832,373,947,198,245,126,3,5,52,60,108,77,45,48,4,11,12,12,16,17,5,10,0,13,0,13,0,13,0,13,0,13,0,13,561,172,484,141,0,13,0,13,50,72,36,47,0,13,23,21,77,70,19,31,122,83,54,62,49,45,47,50,7,12,0,13,77,62,34,47,0,13,0,13,0,13,0,13,0,13,29,46,0,13,5,10,0,13,0,13,0,13,0,13,0,13,0,13,43,47,0,13,0,13,5,13,0,13,0,13,0,13,12,25,0,13,0,13,2,5,0,13,24,28,0,13,0,13,26,36,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,13,20,33,0,13,0,13,115,68,0,13,0,13,0,13,9,21,0,13,13,17,0,13,0,13,31,35,7,14,14,23,20,33,21,31,0,13,885,215,241,119,52,78,15,23,31,31,49,76,0,13,67,57,0,13,17,29,0,13,10,17,0,13,0,13,0,13,0,13,500,138,489,142,0,13,0,13,44,58,23,36,57,66,23,33,84,79,17,26,73,62,61,68,46,41,61,49,0,13,0,13,11,30,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,30,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,30,0,13,0,13,0,13,0,13,0,13,52,50,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,52,50,0,13,0,13,92,80,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,16,72,76,10,17,0,13,0,13
14000US32007951700,"Census Tract 9517, Elko, NV",1933,494,1180,382,660,372,72,66,122,88,24,20,187,182,111,130,34,50,36,37,16,25,0,13,16,20,36,31,6,10,0,13,0,13,380,109,234,98,0,13,0,13,0,13,0,13,51,51,0,13,7,10,18,19,0,13,6,8,15,16,87,79,50,40,0,13,146,73,60,57,0,13,0,13,0,13,0,13,29,44,0,13,0,13,1,3,30,38,0,13,0,13,0,13,0,13,0,13,86,56,0,13,0,13,0,13,0,13,0,13,16,24,35,52,0,13,8,10,13,19,0,13,14,19,0,13,0,13,11,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,14,0,13,0,13,129,59,0,13,0,13,0,13,0,13,29,44,0,13,0,13,0,13,7,11,23,23,9,9,42,32,12,19,7,11,753,211,182,74,41,32,12,16,49,46,13,21,17,17,24,21,7,10,0,13,5,10,5,10,0,13,9,13,0,13,0,13,308,140,227,111,0,13,0,13,0,13,52,61,0,13,4,7,0,13,9,14,12,15,6,11,47,53,52,56,45,53,0,13,81,78,18,20,0,13,0,13,0,13,0,13,0,13,0,13,10,16,2,6,0,13,6,9,0,13,0,13,0,13,0,13,63,75,0,13,0,13,0,13,0,13,0,13,0,13,0,13,3,6,60,76,0,13,0,13,0,13,0,13,0,13,38,23,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,9,14,16,5,9,3,5,5,8,5,8,225,162,0,13,0,13,0,13,0,13,0,13,108,127,37,51,4,6,31,33,33,28,9,14,3,5,0,13,0,13
14000US32009950100,"Census Tract 9501, Esmeralda, NV",902,216,450,129,135,110,5,9,10,17,1,3,5,7,4,5,5,7,10,15,0,13,3,4,0,13,92,101,0,13,0,13,0,13,184,60,178,59,0,13,0,13,0,13,0,13,15,21,3,6,14,13,10,8,11,14,38,34,10,14,54,30,23,15,0,13,6,7,5,6,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,3,0,13,4,6,0,13,0,13,0,13,1,3,0,13,0,13,0,13,0,13,0,13,0,13,1,3,0,13,0,13,0,13,0,13,0,13,0,13,0,13,25,20,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,16,12,9,13,106,43,0,13,0,13,0,13,0,13,3,5,0,13,0,13,8,8,23,25,18,15,5,7,42,28,7,9,0,13,452,144,69,42,12,15,0,13,0,13,17,18,0,13,3,6,26,33,0,13,0,13,0,13,11,16,0,13,0,13,0,13,194,62,185,61,0,13,0,13,0,13,6,11,12,14,40,34,0,13,7,12,25,24,22,18,29,22,34,19,10,15,0,13,9,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,4,7,2,3,0,13,0,13,3,4,0,13,0,13,22,20,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,17,5,9,3,4,167,86,0,13,0,13,0,13,0,13,6,9,3,5,0,13,12,18,72,85,29,24,8,10,32,21,5,7,0,13
14000US32011000100,"Census Tract 1, Eureka, NV",1177,198,591,120,118,93,48,60,40,46,8,10,4,6,0,13,0,13,1,3,17,22,0,13,0,13,0,13,0,13,0,13,0,13,431,97,403,105,0,13,0,13,5,10,16,23,25,25,5,10,45,36,43,37,12,13,52,38,36,37,134,82,20,32,10,17,28,33,20,31,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,20,31,0,13,8,12,0,13,0,13,0,13,0,13,0,13,0,13,1,3,0,13,0,13,0,13,7,12,0,13,0,13,0,13,27,31,0,13,0,13,0,13,0,13,0,13,0,13,20,29,0,13,0,13,7,11,0,13,0,13,0,13,0,13,15,17,0,13,0,13,0,13,0,13,0,13,0,13,1,3,0,13,0,13,14,17,0,13,0,13,0,13,0,13,586,126,62,58,32,42,0,13,0,13,7,13,0,13,0,13,0,13,0,13,0,13,23,38,0,13,0,13,0,13,0,13,408,103,408,103,0,13,0,13,32,36,7,11,29,35,17,23,44,49,59,46,12,14,27,31,98,66,54,43,6,9,23,38,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,38,40,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,8,33,39,0,13,78,51,0,13,0,13,0,13,0,13,0,13,23,25,18,27,0,13,0,13,7,11,0,13,0,13,30,32,0,13
14000US32013010501,"Census Tract 105.01, Humboldt, NV",2106,386,1028,224,219,110,35,31,20,30,42,48,25,34,45,32,6,10,18,21,2,5,9,11,6,7,4,10,7,10,0,13,0,13,735,194,701,199,0,13,0,13,0,13,0,13,97,71,13,19,54,46,65,33,31,39,44,39,125,139,272,121,0,13,0,13,34,26,13,16,0,13,0,13,0,13,0,13,4,10,0,13,0,13,0,13,6,12,0,13,3,5,0,13,0,13,0,13,21,12,0,13,0,13,0,13,0,13,5,12,6,12,5,10,0,13,0,13,0,13,5,11,0,13,0,13,0,13,15,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,3,7,0,13,12,21,0,13,0,13,59,32,0,13,0,13,0,13,0,13,0,13,2,3,11,22,22,26,6,11,3,6,0,13,11,14,4,6,0,13,1078,230,160,67,3,5,4,7,33,28,44,34,11,20,10,13,0,13,36,44,7,8,6,8,3,5,3,6,0,13,0,13,709,179,665,184,0,13,0,13,0,13,33,35,21,30,64,82,84,60,42,30,74,67,79,55,126,126,139,72,3,5,0,13,44,33,2,5,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,2,5,0,13,0,13,42,33,0,13,0,13,0,13,0,13,0,13,3,5,0,13,2,5,0,13,25,32,0,13,0,13,12,18,0,13,107,76,0,13,0,13,0,13,0,13,0,13,0,13,0,13,2,4,0,13,17,30,7,8,8,7,48,58,25,43,102,96,0,13,0,13,0,13,4,7,2,6,0,13,2,4,0,13,13,23,0,13,7,10,72,83,0,13,2,4
14000US32013010502,"Census Tract 105.02, Humboldt, NV",2971,416,1656,317,538,195,105,76,188,162,62,42,77,76,25,33,50,61,31,37,0,13,0,13,0,13,0,13,0,13,0,13,0,13,891,248,661,146,0,13,0,13,0,13,73,78,34,35,82,71,0,13,64,42,190,86,41,53,35,38,82,60,60,63,0,13,230,227,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,230,227,0,13,0,13,0,13,0,13,0,13,0,13,0,13,30,44,0,13,0,13,200,226,0,13,0,13,0,13,82,77,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,63,79,9,16,10,19,145,73,0,13,13,23,0,13,0,13,0,13,13,24,33,42,20,28,16,21,0,13,23,29,27,26,0,13,0,13,1315,226,292,116,122,79,19,37,39,40,16,21,0,13,19,30,6,20,71,93,0,13,0,13,0,13,0,13,0,13,0,13,666,151,625,146,0,13,0,13,14,21,33,35,18,27,83,76,71,68,125,82,35,38,55,48,26,22,143,69,22,29,0,13,41,50,10,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,17,0,13,0,13,0,13,0,13,0,13,0,13,31,47,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,31,47,0,13,0,13,0,13,0,13,0,13,130,122,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,91,118,30,28,9,19,0,13,227,100,0,13,0,13,0,13,0,13,0,13,24,29,44,50,22,31,0,13,0,13,16,27,89,66,32,35,0,13
14000US32013010600,"Census Tract 106, Humboldt, NV",1965,342,1003,219,271,125,58,65,58,63,69,61,30,46,22,25,8,14,18,32,0,13,0,13,0,13,0,13,8,13,0,13,0,13,579,154,532,145,0,13,0,13,12,16,56,82,11,13,20,21,64,45,54,39,79,47,54,42,51,39,106,70,25,37,0,13,47,39,31,34,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,31,34,0,13,0,13,16,21,0,13,0,13,0,13,0,13,9,16,0,13,0,13,0,13,0,13,0,13,0,13,7,12,0,13,0,13,26,33,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,13,0,13,18,27,127,76,0,13,0,13,0,13,0,13,9,15,0,13,27,33,11,17,11,18,0,13,13,21,38,38,0,13,18,29,962,200,210,86,43,25,20,23,92,69,37,31,0,13,18,32,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,533,132,533,132,0,13,0,13,41,58,24,22,26,32,22,23,90,54,89,53,106,93,30,27,46,38,41,39,18,27,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,63,44,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,19,0,13,0,13,15,26,21,19,15,24,0,13,156,121,0,13,0,13,0,13,0,13,84,90,0,13,44,67,13,21,0,13,3,6,0,13,12,19,0,13,0,13
14000US32013010701,"Census Tract 107.01, Humboldt, NV",3699,343,2095,236,697,213,147,57,12,20,80,40,58,57,141,117,94,96,16,23,0,13,4,8,5,9,89,104,25,31,26,42,0,13,1061,201,974,208,0,13,0,13,33,42,243,133,98,79,63,57,73,66,102,62,45,42,71,80,113,95,104,74,0,13,29,45,87,63,2,4,0,13,0,13,0,13,0,13,2,4,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,85,62,0,13,0,13,0,13,0,13,41,38,0,13,10,19,0,13,0,13,0,13,0,13,5,11,0,13,29,44,31,36,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,15,26,16,25,0,13,306,166,0,13,0,13,0,13,0,13,36,41,29,37,0,13,39,49,6,15,0,13,20,28,150,148,26,42,0,13,1604,203,463,144,107,52,34,39,192,92,84,68,12,17,8,16,1,4,0,13,8,22,14,22,0,13,3,5,0,13,0,13,839,158,807,161,0,13,0,13,95,68,121,68,124,77,30,28,59,57,40,32,79,69,110,76,59,44,68,54,22,34,0,13,32,39,10,18,0,13,0,13,0,13,0,13,0,13,10,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,22,31,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,4,8,0,13,0,13,18,31,0,13,0,13,149,60,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,14,0,13,0,13,0,13,35,42,86,53,19,25,153,96,0,13,0,13,0,13,0,13,29,39,0,13,24,39,0,13,57,77,16,22,19,31,8,14,0,13,0,13
